,Dis No,Country,Year,Month,Rel_Hum
0,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,1,71.0
1,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,2,74.0
2,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,3,73.0
3,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,4,81.0
4,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,5,84.0
5,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,6,92.0
6,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,7,92.0
7,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,8,87.0
8,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,9,83.0
9,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,10,77.0
10,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,11,72.0
11,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2008,12,75.0
144,2019-0366-FRA,France,2008,1,72.0
145,2019-0366-FRA,France,2008,2,66.0
146,2019-0366-FRA,France,2008,3,78.0
147,2019-0366-FRA,France,2008,4,79.0
148,2019-0366-FRA,France,2008,5,78.0
149,2019-0366-FRA,France,2008,6,79.0
150,2019-0366-FRA,France,2008,7,74.0
151,2019-0366-FRA,France,2008,8,75.0
152,2019-0366-FRA,France,2008,9,78.0
153,2019-0366-FRA,France,2008,10,83.0
154,2019-0366-FRA,France,2008,11,83.0
155,2019-0366-FRA,France,2008,12,75.0
288,2019-0467-JPN,Japan,2008,1,57.0
289,2019-0467-JPN,Japan,2008,2,49.0
290,2019-0467-JPN,Japan,2008,3,62.0
291,2019-0467-JPN,Japan,2008,4,70.0
292,2019-0467-JPN,Japan,2008,5,77.0
293,2019-0467-JPN,Japan,2008,6,82.0
294,2019-0467-JPN,Japan,2008,7,82.0
295,2019-0467-JPN,Japan,2008,8,86.0
296,2019-0467-JPN,Japan,2008,9,80.0
297,2019-0467-JPN,Japan,2008,10,77.0
298,2019-0467-JPN,Japan,2008,11,70.0
299,2019-0467-JPN,Japan,2008,12,65.0
432,2019-0366-AUT,Austria,2008,1,81.0
433,2019-0366-AUT,Austria,2008,2,72.0
434,2019-0366-AUT,Austria,2008,3,82.0
435,2019-0366-AUT,Austria,2008,4,83.0
436,2019-0366-AUT,Austria,2008,5,79.0
437,2019-0366-AUT,Austria,2008,6,81.0
438,2019-0366-AUT,Austria,2008,7,82.0
439,2019-0366-AUT,Austria,2008,8,82.0
440,2019-0366-AUT,Austria,2008,9,83.0
441,2019-0366-AUT,Austria,2008,10,84.0
442,2019-0366-AUT,Austria,2008,11,84.0
443,2019-0366-AUT,Austria,2008,12,85.0
576,2000-0379-GRC,Greece,2008,1,73.3076923076923
577,2000-0379-GRC,Greece,2008,2,72.53846153846153
