,Dis No,Country,Year,Month,Rel_Hum
0,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,1,73.0
1,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,2,74.0
2,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,3,79.0
3,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,4,85.0
4,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,5,87.0
5,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,6,91.0
6,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,7,94.0
7,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,8,92.0
8,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,9,86.0
9,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,10,78.0
10,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,11,78.0
11,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2014,12,77.0
144,2019-0366-FRA,France,2014,1,79.0
145,2019-0366-FRA,France,2014,2,80.0
146,2019-0366-FRA,France,2014,3,71.0
147,2019-0366-FRA,France,2014,4,78.0
148,2019-0366-FRA,France,2014,5,77.0
149,2019-0366-FRA,France,2014,6,77.0
150,2019-0366-FRA,France,2014,7,82.0
151,2019-0366-FRA,France,2014,8,78.0
152,2019-0366-FRA,France,2014,9,79.0
153,2019-0366-FRA,France,2014,10,77.0
154,2019-0366-FRA,France,2014,11,81.0
155,2019-0366-FRA,France,2014,12,78.0
288,2019-0467-JPN,Japan,2014,1,46.0
289,2019-0467-JPN,Japan,2014,2,64.0
290,2019-0467-JPN,Japan,2014,3,58.0
291,2019-0467-JPN,Japan,2014,4,57.0
292,2019-0467-JPN,Japan,2014,5,57.0
293,2019-0467-JPN,Japan,2014,6,83.0
294,2019-0467-JPN,Japan,2014,7,83.0
295,2019-0467-JPN,Japan,2014,8,84.0
296,2019-0467-JPN,Japan,2014,9,78.0
297,2019-0467-JPN,Japan,2014,10,77.0
298,2019-0467-JPN,Japan,2014,11,73.0
299,2019-0467-JPN,Japan,2014,12,61.0
432,2019-0366-AUT,Austria,2014,1,85.0
433,2019-0366-AUT,Austria,2014,2,87.0
434,2019-0366-AUT,Austria,2014,3,73.0
435,2019-0366-AUT,Austria,2014,4,80.0
436,2019-0366-AUT,Austria,2014,5,81.0
437,2019-0366-AUT,Austria,2014,6,77.0
438,2019-0366-AUT,Austria,2014,7,83.0
439,2019-0366-AUT,Austria,2014,8,85.0
440,2019-0366-AUT,Austria,2014,9,85.0
441,2019-0366-AUT,Austria,2014,10,83.0
442,2019-0366-AUT,Austria,2014,11,90.0
443,2019-0366-AUT,Austria,2014,12,83.0
576,2000-0379-GRC,Greece,2014,1,78.84615384615384
577,2000-0379-GRC,Greece,2014,2,77.07692307692308
578,2000-0379-GRC,Greece,2014,3,73.53846153846153
579,2000-0379-GRC,Greece,2014,4,76.07692307692308
580,2000-0379-GRC,Greece,2014,5,74.07692307692308
581,2000-0379-GRC,Greece,2014,6,72.0
582,2000-0379-GRC,Greece,2014,7,69.76923076923077
583,2000-0379-GRC,Greece,2014,8,68.6923076923077
584,2000-0379-GRC,Greece,2014,9,70.76923076923077
585,2000-0379-GRC,Greece,2014,10,73.38461538461539
586,2000-0379-GRC,Greece,2014,11,76.84615384615384
587,2000-0379-GRC,Greece,2014,12,77.23076923076923
720,2010-0331-JPN,Japan,2014,1,65.25581395348837
721,2010-0331-JPN,Japan,2014,2,69.16279069767442
722,2010-0331-JPN,Japan,2014,3,67.3953488372093
723,2010-0331-JPN,Japan,2014,4,67.44186046511628
724,2010-0331-JPN,Japan,2014,5,71.51162790697674
725,2010-0331-JPN,Japan,2014,6,80.25581395348837
726,2010-0331-JPN,Japan,2014,7,81.23255813953489
727,2010-0331-JPN,Japan,2014,8,82.90697674418605
728,2010-0331-JPN,Japan,2014,9,74.37209302325581
729,2010-0331-JPN,Japan,2014,10,73.51162790697674
730,2010-0331-JPN,Japan,2014,11,71.30232558139535
731,2010-0331-JPN,Japan,2014,12,68.48837209302326
864,2014-0578-JPN,Japan,2014,1,63.95348837209303
865,2014-0578-JPN,Japan,2014,2,69.09302325581395
866,2014-0578-JPN,Japan,2014,3,67.48837209302326
867,2014-0578-JPN,Japan,2014,4,67.55813953488372
868,2014-0578-JPN,Japan,2014,5,70.86046511627907
869,2014-0578-JPN,Japan,2014,6,81.48837209302326
870,2014-0578-JPN,Japan,2014,7,82.25581395348837
871,2014-0578-JPN,Japan,2014,8,84.51162790697674
872,2014-0578-JPN,Japan,2014,9,75.02325581395348
873,2014-0578-JPN,Japan,2014,10,74.06976744186046
874,2014-0578-JPN,Japan,2014,11,72.32558139534883
875,2014-0578-JPN,Japan,2014,12,67.44186046511628
1008,2011-0573-JPN,Japan,2014,1,66.04651162790698
1009,2011-0573-JPN,Japan,2014,2,70.25581395348837
1010,2011-0573-JPN,Japan,2014,3,68.25581395348837
1011,2011-0573-JPN,Japan,2014,4,68.44186046511628
1012,2011-0573-JPN,Japan,2014,5,71.51162790697674
1013,2011-0573-JPN,Japan,2014,6,80.32558139534883
1014,2011-0573-JPN,Japan,2014,7,81.32558139534883
1015,2011-0573-JPN,Japan,2014,8,83.23255813953489
1016,2011-0573-JPN,Japan,2014,9,75.5813953488372
1017,2011-0573-JPN,Japan,2014,10,74.81395348837209
1018,2011-0573-JPN,Japan,2014,11,73.20930232558139
1019,2011-0573-JPN,Japan,2014,12,69.74418604651163
1296,2011-0264-USA,United States of America (the),2014,1,64.0
1297,2011-0264-USA,United States of America (the),2014,2,66.63636363636364
1298,2011-0264-USA,United States of America (the),2014,3,59.09090909090909
1299,2011-0264-USA,United States of America (the),2014,4,57.90909090909091
1300,2011-0264-USA,United States of America (the),2014,5,58.81818181818182
1301,2011-0264-USA,United States of America (the),2014,6,63.81818181818182
1302,2011-0264-USA,United States of America (the),2014,7,62.09090909090909
1303,2011-0264-USA,United States of America (the),2014,8,66.0909090909091
1304,2011-0264-USA,United States of America (the),2014,9,65.9090909090909
1305,2011-0264-USA,United States of America (the),2014,10,63.27272727272727
1306,2011-0264-USA,United States of America (the),2014,11,64.27272727272727
1307,2011-0264-USA,United States of America (the),2014,12,72.54545454545455
1440,2003-0391-ITA,Italy,2014,1,81.83333333333333
1441,2003-0391-ITA,Italy,2014,2,81.16666666666667
1442,2003-0391-ITA,Italy,2014,3,70.33333333333333
1443,2003-0391-ITA,Italy,2014,4,74.83333333333333
1444,2003-0391-ITA,Italy,2014,5,70.33333333333333
1445,2003-0391-ITA,Italy,2014,6,72.5
1446,2003-0391-ITA,Italy,2014,7,74.83333333333333
1447,2003-0391-ITA,Italy,2014,8,75.83333333333333
1448,2003-0391-ITA,Italy,2014,9,74.83333333333333
1449,2003-0391-ITA,Italy,2014,10,77.5
1450,2003-0391-ITA,Italy,2014,11,84.33333333333333
