,Dis No,Country,Year,Month,Rel_Hum
0,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,1,72.0
1,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,2,76.0
2,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,3,72.0
3,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,4,80.0
4,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,5,90.0
5,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,6,92.0
6,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,7,93.0
7,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,8,91.0
8,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,9,84.0
9,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,10,80.0
10,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,11,76.0
11,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2009,12,79.0
144,2019-0366-FRA,France,2009,1,73.0
145,2019-0366-FRA,France,2009,2,75.0
146,2019-0366-FRA,France,2009,3,74.0
147,2019-0366-FRA,France,2009,4,77.0
148,2019-0366-FRA,France,2009,5,69.0
149,2019-0366-FRA,France,2009,6,75.0
150,2019-0366-FRA,France,2009,7,69.0
151,2019-0366-FRA,France,2009,8,66.0
152,2019-0366-FRA,France,2009,9,78.0
153,2019-0366-FRA,France,2009,10,74.0
154,2019-0366-FRA,France,2009,11,80.0
155,2019-0366-FRA,France,2009,12,80.0
288,2019-0467-JPN,Japan,2009,1,57.0
289,2019-0467-JPN,Japan,2009,2,62.0
290,2019-0467-JPN,Japan,2009,3,61.0
291,2019-0467-JPN,Japan,2009,4,63.0
292,2019-0467-JPN,Japan,2009,5,72.0
293,2019-0467-JPN,Japan,2009,6,80.0
294,2019-0467-JPN,Japan,2009,7,82.0
295,2019-0467-JPN,Japan,2009,8,82.0
296,2019-0467-JPN,Japan,2009,9,77.0
297,2019-0467-JPN,Japan,2009,10,77.0
298,2019-0467-JPN,Japan,2009,11,75.0
299,2019-0467-JPN,Japan,2009,12,64.0
432,2019-0366-AUT,Austria,2009,1,76.0
433,2019-0366-AUT,Austria,2009,2,82.0
434,2019-0366-AUT,Austria,2009,3,79.0
435,2019-0366-AUT,Austria,2009,4,80.0
436,2019-0366-AUT,Austria,2009,5,80.0
437,2019-0366-AUT,Austria,2009,6,82.0
438,2019-0366-AUT,Austria,2009,7,81.0
439,2019-0366-AUT,Austria,2009,8,79.0
440,2019-0366-AUT,Austria,2009,9,83.0
441,2019-0366-AUT,Austria,2009,10,83.0
442,2019-0366-AUT,Austria,2009,11,86.0
443,2019-0366-AUT,Austria,2009,12,86.0
576,2000-0379-GRC,Greece,2009,1,78.76923076923077
577,2000-0379-GRC,Greece,2009,2,71.23076923076923
578,2000-0379-GRC,Greece,2009,3,70.3076923076923
579,2000-0379-GRC,Greece,2009,4,75.07692307692308
580,2000-0379-GRC,Greece,2009,5,73.53846153846153
581,2000-0379-GRC,Greece,2009,6,70.53846153846153
582,2000-0379-GRC,Greece,2009,7,68.15384615384616
583,2000-0379-GRC,Greece,2009,8,68.07692307692308
584,2000-0379-GRC,Greece,2009,9,70.61538461538461
585,2000-0379-GRC,Greece,2009,10,74.15384615384616
586,2000-0379-GRC,Greece,2009,11,76.53846153846153
587,2000-0379-GRC,Greece,2009,12,78.53846153846153
720,2010-0331-JPN,Japan,2009,1,67.67441860465117
721,2010-0331-JPN,Japan,2009,2,68.4186046511628
722,2010-0331-JPN,Japan,2009,3,65.86046511627907
723,2010-0331-JPN,Japan,2009,4,67.06976744186046
724,2010-0331-JPN,Japan,2009,5,72.44186046511628
725,2010-0331-JPN,Japan,2009,6,78.69767441860465
726,2010-0331-JPN,Japan,2009,7,82.88372093023256
727,2010-0331-JPN,Japan,2009,8,78.30232558139535
728,2010-0331-JPN,Japan,2009,9,73.16279069767442
729,2010-0331-JPN,Japan,2009,10,70.90697674418605
730,2010-0331-JPN,Japan,2009,11,72.16279069767442
731,2010-0331-JPN,Japan,2009,12,68.09302325581395
864,2014-0578-JPN,Japan,2009,1,66.69767441860465
865,2014-0578-JPN,Japan,2009,2,68.27906976744185
866,2014-0578-JPN,Japan,2009,3,65.81395348837209
867,2014-0578-JPN,Japan,2009,4,67.02325581395348
868,2014-0578-JPN,Japan,2009,5,72.27906976744185
869,2014-0578-JPN,Japan,2009,6,79.25581395348837
870,2014-0578-JPN,Japan,2009,7,83.67441860465117
871,2014-0578-JPN,Japan,2009,8,78.97674418604652
872,2014-0578-JPN,Japan,2009,9,73.44186046511628
873,2014-0578-JPN,Japan,2009,10,71.0
874,2014-0578-JPN,Japan,2009,11,72.74418604651163
875,2014-0578-JPN,Japan,2009,12,67.4186046511628
1008,2011-0573-JPN,Japan,2009,1,68.88372093023256
1009,2011-0573-JPN,Japan,2009,2,69.69767441860465
1010,2011-0573-JPN,Japan,2009,3,67.30232558139535
1011,2011-0573-JPN,Japan,2009,4,67.88372093023256
1012,2011-0573-JPN,Japan,2009,5,72.67441860465117
1013,2011-0573-JPN,Japan,2009,6,78.74418604651163
1014,2011-0573-JPN,Japan,2009,7,82.74418604651163
1015,2011-0573-JPN,Japan,2009,8,78.69767441860465
1016,2011-0573-JPN,Japan,2009,9,73.88372093023256
1017,2011-0573-JPN,Japan,2009,10,71.88372093023256
1018,2011-0573-JPN,Japan,2009,11,73.48837209302326
1019,2011-0573-JPN,Japan,2009,12,69.04651162790698
1296,2011-0264-USA,United States of America (the),2009,1,64.9090909090909
1297,2011-0264-USA,United States of America (the),2009,2,62.63636363636363
1298,2011-0264-USA,United States of America (the),2009,3,59.36363636363637
1299,2011-0264-USA,United States of America (the),2009,4,58.45454545454545
1300,2011-0264-USA,United States of America (the),2009,5,59.18181818181818
1301,2011-0264-USA,United States of America (the),2009,6,65.0
1302,2011-0264-USA,United States of America (the),2009,7,62.54545454545455
1303,2011-0264-USA,United States of America (the),2009,8,63.54545454545455
1304,2011-0264-USA,United States of America (the),2009,9,62.81818181818182
1305,2011-0264-USA,United States of America (the),2009,10,69.0909090909091
1306,2011-0264-USA,United States of America (the),2009,11,67.72727272727273
1307,2011-0264-USA,United States of America (the),2009,12,70.27272727272727
1440,2003-0391-ITA,Italy,2009,1,78.0
1441,2003-0391-ITA,Italy,2009,2,68.16666666666667
1442,2003-0391-ITA,Italy,2009,3,68.33333333333333
1443,2003-0391-ITA,Italy,2009,4,76.5
1444,2003-0391-ITA,Italy,2009,5,69.33333333333333
1445,2003-0391-ITA,Italy,2009,6,69.5
1446,2003-0391-ITA,Italy,2009,7,65.83333333333333
1447,2003-0391-ITA,Italy,2009,8,67.66666666666667
1448,2003-0391-ITA,Italy,2009,9,70.33333333333333
1449,2003-0391-ITA,Italy,2009,10,72.16666666666667
1450,2003-0391-ITA,Italy,2009,11,82.5
1451,2003-0391-ITA,Italy,2009,12,76.66666666666667
1584,2006-0383-NLD,Netherlands (the),2009,1,85.66666666666667
1585,2006-0383-NLD,Netherlands (the),2009,2,87.0
1586,2006-0383-NLD,Netherlands (the),2009,3,80.75
1587,2006-0383-NLD,Netherlands (the),2009,4,77.33333333333333
1588,2006-0383-NLD,Netherlands (the),2009,5,74.25
1589,2006-0383-NLD,Netherlands (the),2009,6,74.75
1590,2006-0383-NLD,Netherlands (the),2009,7,75.33333333333333
1591,2006-0383-NLD,Netherlands (the),2009,8,71.75
1592,2006-0383-NLD,Netherlands (the),2009,9,78.41666666666667
1593,2006-0383-NLD,Netherlands (the),2009,10,81.16666666666667
1594,2006-0383-NLD,Netherlands (the),2009,11,83.83333333333333
1595,2006-0383-NLD,Netherlands (the),2009,12,87.0
1728,2007-0235-ALB,Albania,2009,1,77.44444444444444
1729,2007-0235-ALB,Albania,2009,2,64.61111111111111
1730,2007-0235-ALB,Albania,2009,3,69.25
1731,2007-0235-ALB,Albania,2009,4,77.0
1732,2007-0235-ALB,Albania,2009,5,75.97222222222223
1733,2007-0235-ALB,Albania,2009,6,73.69444444444444
1734,2007-0235-ALB,Albania,2009,7,72.55555555555556
1735,2007-0235-ALB,Albania,2009,8,72.86111111111111
1736,2007-0235-ALB,Albania,2009,9,69.72222222222223
1737,2007-0235-ALB,Albania,2009,10,71.52777777777777
1738,2007-0235-ALB,Albania,2009,11,76.16666666666667
1739,2007-0235-ALB,Albania,2009,12,77.72222222222223
1872,2004-0361-ESP,Spain,2009,1,72.5
1873,2004-0361-ESP,Spain,2009,2,77.33333333333333
1874,2004-0361-ESP,Spain,2009,3,78.33333333333333
1875,2004-0361-ESP,Spain,2009,4,73.83333333333333
1876,2004-0361-ESP,Spain,2009,5,75.66666666666667
1877,2004-0361-ESP,Spain,2009,6,79.16666666666667
1878,2004-0361-ESP,Spain,2009,7,85.33333333333333
1879,2004-0361-ESP,Spain,2009,8,84.5
1880,2004-0361-ESP,Spain,2009,9,80.66666666666667
1881,2004-0361-ESP,Spain,2009,10,71.5
1882,2004-0361-ESP,Spain,2009,11,77.5
1883,2004-0361-ESP,Spain,2009,12,69.66666666666667
2016,2007-0235-CYP,Cyprus,2009,1,75.5
2017,2007-0235-CYP,Cyprus,2009,2,78.5
2018,2007-0235-CYP,Cyprus,2009,3,71.0
2019,2007-0235-CYP,Cyprus,2009,4,68.5
2020,2007-0235-CYP,Cyprus,2009,5,63.833333333333336
2021,2007-0235-CYP,Cyprus,2009,6,56.666666666666664
2022,2007-0235-CYP,Cyprus,2009,7,59.0
2023,2007-0235-CYP,Cyprus,2009,8,59.333333333333336
2024,2007-0235-CYP,Cyprus,2009,9,66.33333333333333
2025,2007-0235-CYP,Cyprus,2009,10,67.16666666666667
2026,2007-0235-CYP,Cyprus,2009,11,73.16666666666667
2027,2007-0235-CYP,Cyprus,2009,12,79.83333333333333
2160,2006-0383-FRA,France,2009,1,81.0
2161,2006-0383-FRA,France,2009,2,78.68181818181819
2162,2006-0383-FRA,France,2009,3,73.4090909090909
2163,2006-0383-FRA,France,2009,4,75.63636363636364
2164,2006-0383-FRA,France,2009,5,76.36363636363636
2165,2006-0383-FRA,France,2009,6,73.68181818181819
2166,2006-0383-FRA,France,2009,7,73.13636363636364
2167,2006-0383-FRA,France,2009,8,70.81818181818181
2168,2006-0383-FRA,France,2009,9,74.36363636363636
2169,2006-0383-FRA,France,2009,10,76.86363636363636
2170,2006-0383-FRA,France,2009,11,80.86363636363636
2171,2006-0383-FRA,France,2009,12,80.86363636363636
2304,2007-0358-JPN,Japan,2009,1,66.32558139534883
2305,2007-0358-JPN,Japan,2009,2,67.69767441860465
2306,2007-0358-JPN,Japan,2009,3,65.18604651162791
2307,2007-0358-JPN,Japan,2009,4,66.95348837209302
2308,2007-0358-JPN,Japan,2009,5,72.48837209302326
2309,2007-0358-JPN,Japan,2009,6,79.25581395348837
2310,2007-0358-JPN,Japan,2009,7,83.81395348837209
2311,2007-0358-JPN,Japan,2009,8,78.95348837209302
2312,2007-0358-JPN,Japan,2009,9,72.95348837209302
2313,2007-0358-JPN,Japan,2009,10,70.55813953488372
2314,2007-0358-JPN,Japan,2009,11,72.13953488372093
2315,2007-0358-JPN,Japan,2009,12,67.13953488372093
2736,2013-0316-JPN,Japan,2009,1,66.3076923076923
2737,2013-0316-JPN,Japan,2009,2,68.23076923076923
2738,2013-0316-JPN,Japan,2009,3,65.53846153846153
2739,2013-0316-JPN,Japan,2009,4,66.53846153846153
2740,2013-0316-JPN,Japan,2009,5,71.0
2741,2013-0316-JPN,Japan,2009,6,79.23076923076923
2742,2013-0316-JPN,Japan,2009,7,83.84615384615384
2743,2013-0316-JPN,Japan,2009,8,78.23076923076923
2744,2013-0316-JPN,Japan,2009,9,71.92307692307692
2745,2013-0316-JPN,Japan,2009,10,67.61538461538461
2746,2013-0316-JPN,Japan,2009,11,71.0
2747,2013-0316-JPN,Japan,2009,12,67.07692307692308
3024,2000-0381-TUR,Turkey,2009,1,76.4125
3025,2000-0381-TUR,Turkey,2009,2,78.0875
3026,2000-0381-TUR,Turkey,2009,3,71.925
3027,2000-0381-TUR,Turkey,2009,4,67.8
3028,2000-0381-TUR,Turkey,2009,5,60.6375
3029,2000-0381-TUR,Turkey,2009,6,53.475
3030,2000-0381-TUR,Turkey,2009,7,54.0875
3031,2000-0381-TUR,Turkey,2009,8,48.4625
3032,2000-0381-TUR,Turkey,2009,9,57.6125
3033,2000-0381-TUR,Turkey,2009,10,58.6
3034,2000-0381-TUR,Turkey,2009,11,75.8875
3035,2000-0381-TUR,Turkey,2009,12,80.2875
3168,2015-0410-FRA,France,2009,1,78.0909090909091
3169,2015-0410-FRA,France,2009,2,75.0
3170,2015-0410-FRA,France,2009,3,69.86363636363636
3171,2015-0410-FRA,France,2009,4,74.31818181818181
3172,2015-0410-FRA,France,2009,5,74.13636363636364
3173,2015-0410-FRA,France,2009,6,71.95454545454545
3174,2015-0410-FRA,France,2009,7,69.68181818181819
3175,2015-0410-FRA,France,2009,8,66.9090909090909
3176,2015-0410-FRA,France,2009,9,70.18181818181819
3177,2015-0410-FRA,France,2009,10,74.81818181818181
3178,2015-0410-FRA,France,2009,11,77.18181818181819
3179,2015-0410-FRA,France,2009,12,78.81818181818181
3312,2006-0383-PRT,Portugal,2009,1,73.44444444444444
3313,2006-0383-PRT,Portugal,2009,2,79.83333333333333
3314,2006-0383-PRT,Portugal,2009,3,78.61111111111111
3315,2006-0383-PRT,Portugal,2009,4,73.5
3316,2006-0383-PRT,Portugal,2009,5,76.16666666666667
3317,2006-0383-PRT,Portugal,2009,6,80.33333333333333
3318,2006-0383-PRT,Portugal,2009,7,85.16666666666667
3319,2006-0383-PRT,Portugal,2009,8,85.05555555555556
3320,2006-0383-PRT,Portugal,2009,9,80.55555555555556
3321,2006-0383-PRT,Portugal,2009,10,72.61111111111111
3322,2006-0383-PRT,Portugal,2009,11,74.55555555555556
3323,2006-0383-PRT,Portugal,2009,12,70.55555555555556
3456,2009-0175-IND,India,2009,1,68.66666666666667
3457,2009-0175-IND,India,2009,2,55.833333333333336
3458,2009-0175-IND,India,2009,3,49.833333333333336
3459,2009-0175-IND,India,2009,4,43.0
3460,2009-0175-IND,India,2009,5,58.5
3461,2009-0175-IND,India,2009,6,56.166666666666664
3462,2009-0175-IND,India,2009,7,77.66666666666667
3463,2009-0175-IND,India,2009,8,79.33333333333333
3464,2009-0175-IND,India,2009,9,80.33333333333333
3465,2009-0175-IND,India,2009,10,70.5
3466,2009-0175-IND,India,2009,11,73.5
3467,2009-0175-IND,India,2009,12,69.83333333333333
3744,2003-0391-HRV,Croatia,2009,1,81.71428571428571
3745,2003-0391-HRV,Croatia,2009,2,71.33333333333333
3746,2003-0391-HRV,Croatia,2009,3,70.19047619047619
3747,2003-0391-HRV,Croatia,2009,4,74.71428571428571
3748,2003-0391-HRV,Croatia,2009,5,71.28571428571429
3749,2003-0391-HRV,Croatia,2009,6,73.42857142857143
3750,2003-0391-HRV,Croatia,2009,7,69.0952380952381
3751,2003-0391-HRV,Croatia,2009,8,69.14285714285714
3752,2003-0391-HRV,Croatia,2009,9,72.28571428571429
3753,2003-0391-HRV,Croatia,2009,10,74.14285714285714
3754,2003-0391-HRV,Croatia,2009,11,83.47619047619048
3755,2003-0391-HRV,Croatia,2009,12,81.9047619047619
4032,2003-0391-PRT,Portugal,2009,1,74.88888888888889
4033,2003-0391-PRT,Portugal,2009,2,79.5
4034,2003-0391-PRT,Portugal,2009,3,78.22222222222223
4035,2003-0391-PRT,Portugal,2009,4,74.0
4036,2003-0391-PRT,Portugal,2009,5,75.88888888888889
4037,2003-0391-PRT,Portugal,2009,6,77.27777777777777
4038,2003-0391-PRT,Portugal,2009,7,80.94444444444444
4039,2003-0391-PRT,Portugal,2009,8,81.0
4040,2003-0391-PRT,Portugal,2009,9,79.0
4041,2003-0391-PRT,Portugal,2009,10,73.33333333333333
4042,2003-0391-PRT,Portugal,2009,11,74.5
4043,2003-0391-PRT,Portugal,2009,12,72.22222222222223
4464,2007-0235-SRB,Serbia,2009,1,86.53333333333333
4465,2007-0235-SRB,Serbia,2009,2,77.6
4466,2007-0235-SRB,Serbia,2009,3,73.6
4467,2007-0235-SRB,Serbia,2009,4,65.43333333333334
4468,2007-0235-SRB,Serbia,2009,5,67.36666666666666
4469,2007-0235-SRB,Serbia,2009,6,70.8
4470,2007-0235-SRB,Serbia,2009,7,67.3
4471,2007-0235-SRB,Serbia,2009,8,67.9
4472,2007-0235-SRB,Serbia,2009,9,69.13333333333334
4473,2007-0235-SRB,Serbia,2009,10,79.66666666666667
4474,2007-0235-SRB,Serbia,2009,11,82.73333333333333
4475,2007-0235-SRB,Serbia,2009,12,85.7
4896,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,1,86.23333333333333
4897,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,2,71.7
4898,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,3,71.36666666666666
4899,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,4,67.5
4900,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,5,65.83333333333333
4901,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,6,66.03333333333333
4902,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,7,59.4
4903,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,8,62.86666666666667
4904,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,9,68.8
4905,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,10,75.86666666666666
4906,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,11,79.83333333333333
4907,2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2009,12,85.83333333333333
5040,2007-0235-HUN,Hungary,2009,1,86.4
5041,2007-0235-HUN,Hungary,2009,2,78.15
5042,2007-0235-HUN,Hungary,2009,3,70.05
5043,2007-0235-HUN,Hungary,2009,4,57.65
5044,2007-0235-HUN,Hungary,2009,5,61.05
5045,2007-0235-HUN,Hungary,2009,6,67.95
5046,2007-0235-HUN,Hungary,2009,7,62.65
5047,2007-0235-HUN,Hungary,2009,8,63.45
5048,2007-0235-HUN,Hungary,2009,9,65.3
5049,2007-0235-HUN,Hungary,2009,10,75.6
5050,2007-0235-HUN,Hungary,2009,11,86.3
5051,2007-0235-HUN,Hungary,2009,12,84.95
5616,2007-0207-IND,India,2009,1,65.5
5617,2007-0207-IND,India,2009,2,56.75
5618,2007-0207-IND,India,2009,3,47.75
5619,2007-0207-IND,India,2009,4,32.5
5620,2007-0207-IND,India,2009,5,39.75
5621,2007-0207-IND,India,2009,6,41.0
5622,2007-0207-IND,India,2009,7,67.25
5623,2007-0207-IND,India,2009,8,65.75
5624,2007-0207-IND,India,2009,9,64.75
5625,2007-0207-IND,India,2009,10,50.5
5626,2007-0207-IND,India,2009,11,57.75
5627,2007-0207-IND,India,2009,12,60.5
5904,2000-0487-MAR,Morocco,2009,1,72.0
5905,2000-0487-MAR,Morocco,2009,2,80.33333333333333
5906,2000-0487-MAR,Morocco,2009,3,79.66666666666667
5907,2000-0487-MAR,Morocco,2009,4,78.66666666666667
5908,2000-0487-MAR,Morocco,2009,5,72.66666666666667
