,Dis No,Country,Year,Month,Rel_Hum
0,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,1,76.0
1,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,2,68.0
2,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,3,79.0
3,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,4,80.0
4,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,5,88.0
5,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,6,89.0
6,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,7,90.0
7,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,8,86.0
8,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,9,85.0
9,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,10,77.0
10,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,11,76.0
11,2020-0530-GBR,United Kingdom of Great Britain and Northern Ireland (the),2002,12,74.0
144,2019-0366-FRA,France,2002,1,63.0
145,2019-0366-FRA,France,2002,2,78.0
146,2019-0366-FRA,France,2002,3,73.0
147,2019-0366-FRA,France,2002,4,72.0
148,2019-0366-FRA,France,2002,5,79.0
149,2019-0366-FRA,France,2002,6,74.0
150,2019-0366-FRA,France,2002,7,76.0
151,2019-0366-FRA,France,2002,8,82.0
152,2019-0366-FRA,France,2002,9,82.0
153,2019-0366-FRA,France,2002,10,79.0
154,2019-0366-FRA,France,2002,11,87.0
155,2019-0366-FRA,France,2002,12,82.0
288,2019-0467-JPN,Japan,2002,1,61.0
289,2019-0467-JPN,Japan,2002,2,65.0
290,2019-0467-JPN,Japan,2002,3,59.0
291,2019-0467-JPN,Japan,2002,4,69.0
292,2019-0467-JPN,Japan,2002,5,78.0
293,2019-0467-JPN,Japan,2002,6,82.0
294,2019-0467-JPN,Japan,2002,7,80.0
295,2019-0467-JPN,Japan,2002,8,79.0
296,2019-0467-JPN,Japan,2002,9,82.0
297,2019-0467-JPN,Japan,2002,10,76.0
298,2019-0467-JPN,Japan,2002,11,65.0
299,2019-0467-JPN,Japan,2002,12,73.0
432,2019-0366-AUT,Austria,2002,1,72.0
433,2019-0366-AUT,Austria,2002,2,83.0
434,2019-0366-AUT,Austria,2002,3,76.0
435,2019-0366-AUT,Austria,2002,4,81.0
436,2019-0366-AUT,Austria,2002,5,82.0
437,2019-0366-AUT,Austria,2002,6,77.0
438,2019-0366-AUT,Austria,2002,7,81.0
439,2019-0366-AUT,Austria,2002,8,83.0
440,2019-0366-AUT,Austria,2002,9,83.0
441,2019-0366-AUT,Austria,2002,10,85.0
442,2019-0366-AUT,Austria,2002,11,90.0
443,2019-0366-AUT,Austria,2002,12,89.0
576,2000-0379-GRC,Greece,2002,1,74.07692307692308
577,2000-0379-GRC,Greece,2002,2,74.46153846153847
578,2000-0379-GRC,Greece,2002,3,73.3076923076923
579,2000-0379-GRC,Greece,2002,4,77.07692307692308
580,2000-0379-GRC,Greece,2002,5,74.15384615384616
581,2000-0379-GRC,Greece,2002,6,70.0
582,2000-0379-GRC,Greece,2002,7,70.61538461538461
583,2000-0379-GRC,Greece,2002,8,70.0
584,2000-0379-GRC,Greece,2002,9,74.76923076923077
585,2000-0379-GRC,Greece,2002,10,72.38461538461539
586,2000-0379-GRC,Greece,2002,11,77.15384615384616
587,2000-0379-GRC,Greece,2002,12,77.92307692307692
720,2010-0331-JPN,Japan,2002,1,68.76744186046511
721,2010-0331-JPN,Japan,2002,2,67.32558139534883
722,2010-0331-JPN,Japan,2002,3,66.6046511627907
723,2010-0331-JPN,Japan,2002,4,70.37209302325581
724,2010-0331-JPN,Japan,2002,5,75.62790697674419
725,2010-0331-JPN,Japan,2002,6,77.86046511627907
726,2010-0331-JPN,Japan,2002,7,81.76744186046511
727,2010-0331-JPN,Japan,2002,8,77.65116279069767
728,2010-0331-JPN,Japan,2002,9,74.93023255813954
729,2010-0331-JPN,Japan,2002,10,71.34883720930233
730,2010-0331-JPN,Japan,2002,11,68.46511627906976
731,2010-0331-JPN,Japan,2002,12,72.06976744186046
864,2014-0578-JPN,Japan,2002,1,68.27906976744185
865,2014-0578-JPN,Japan,2002,2,67.74418604651163
866,2014-0578-JPN,Japan,2002,3,66.53488372093024
867,2014-0578-JPN,Japan,2002,4,70.86046511627907
868,2014-0578-JPN,Japan,2002,5,76.48837209302326
869,2014-0578-JPN,Japan,2002,6,78.69767441860465
870,2014-0578-JPN,Japan,2002,7,82.51162790697674
871,2014-0578-JPN,Japan,2002,8,78.09302325581395
872,2014-0578-JPN,Japan,2002,9,75.81395348837209
873,2014-0578-JPN,Japan,2002,10,71.51162790697674
874,2014-0578-JPN,Japan,2002,11,67.62790697674419
875,2014-0578-JPN,Japan,2002,12,71.93023255813954
1008,2011-0573-JPN,Japan,2002,1,70.13953488372093
1009,2011-0573-JPN,Japan,2002,2,69.13953488372093
1010,2011-0573-JPN,Japan,2002,3,67.79069767441861
1011,2011-0573-JPN,Japan,2002,4,71.30232558139535
1012,2011-0573-JPN,Japan,2002,5,76.09302325581395
1013,2011-0573-JPN,Japan,2002,6,78.34883720930233
1014,2011-0573-JPN,Japan,2002,7,81.65116279069767
1015,2011-0573-JPN,Japan,2002,8,78.04651162790698
1016,2011-0573-JPN,Japan,2002,9,76.04651162790698
1017,2011-0573-JPN,Japan,2002,10,72.48837209302326
1018,2011-0573-JPN,Japan,2002,11,69.62790697674419
1019,2011-0573-JPN,Japan,2002,12,73.20930232558139
1296,2011-0264-USA,United States of America (the),2002,1,68.0909090909091
1297,2011-0264-USA,United States of America (the),2002,2,64.0
1298,2011-0264-USA,United States of America (the),2002,3,63.63636363636363
1299,2011-0264-USA,United States of America (the),2002,4,62.63636363636363
1300,2011-0264-USA,United States of America (the),2002,5,61.18181818181818
1301,2011-0264-USA,United States of America (the),2002,6,61.72727272727273
